Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,146.25,0.0,26.5,256.0,252.0,0.01255814,0.019613095,62.516644,0.8,Sep,6,6,7,7,Returning_Visitor,False,False
27.0,76.6,1.0,211.6,181.0,304.5,0.00721393,0.025405405,10.170028,0.0,Sep,1,2,7,11,Returning_Visitor,False,False
3.0,114.25,8.0,52.0,1.0,261.0,0.017534722,0.03780205,21.47142,0.4,Sep,6,7,3,3,Returning_Visitor,False,False
8.0,165.1,0.0,201.4,222.0,1183.8267,0.021621622,0.2,111.26299,0.0,Sep,6,7,1,13,Returning_Visitor,False,False
3.0,494.53333,0.0,291.5,339.0,4845.9893,0.023255814,0.0163943,22.899721,0.0,June,6,10,7,3,Returning_Visitor,False,False
8.0,38.305557,10.0,260.5,76.0,4152.0835,0.004464286,0.010418719,32.417732,0.4,June,6,6,1,11,Returning_Visitor,False,False
12.0,211.96428,14.0,15.75,42.0,113.25,0.045454547,0.048125,48.864,0.0,May,6,2,3,8,Returning_Visitor,False,False
5.0,608.14,0.0,278.0,61.0,263.6,0.001607717,0.030151514,2.8520367,0.0,June,1,2,4,15,Returning_Visitor,False,False
12.0,113.1,14.0,211.6,25.0,6920.973,0.058550727,0.009761905,9.836358,0.0,Sep,3,7,7,20,Returning_Visitor,False,False
0.0,571.5,0.0,528.0,292.0,2805.038,0.023794873,0.023856765,9.964255,0.8,Sep,1,10,7,10,New_Visitor,False,False
0.0,65.416664,1.0,199.1,40.0,1441.637,0.043851852,0.00428729,4.289679,0.8,Nov,6,2,8,3,Returning_Visitor,False,False
2.0,84.25,14.0,101.7,256.0,868.16364,0.000645161,0.0464397,44.734665,0.0,Sep,3,7,7,7,Returning_Visitor,False,False
5.0,35.0,0.0,132.83333,339.0,66.4,0.000595238,0.010521398,30.609556,0.0,Sep,3,7,2,12,Returning_Visitor,False,False
3.0,64.25,10.0,186.0,339.0,3714.3528,0.006722689,0.00428729,16.12416,0.8,Sep,1,2,7,13,New_Visitor,False,False
0.0,318.2,0.0,26.0,227.0,2454.45,0.000595238,0.018939395,23.075815,0.4,Nov,6,2,4,3,Returning_Visitor,False,False
5.0,65.166664,0.0,89.53333,225.0,1034.3125,0.00516129,0.022197723,3.9609387,0.0,Nov,6,6,3,3,Returning_Visitor,False,False
8.0,57.0,8.0,154.83333,449.0,455.08334,0.011149826,0.027272727,21.834202,0.8,May,6,7,4,3,Returning_Visitor,False,False
1.0,76.6,0.0,1830.5,222.0,853.8503,0.039705884,0.023754789,50.81418,0.0,June,6,2,8,18,Returning_Visitor,False,False
6.0,62.75,14.0,394.0,27.0,112.72857,0.017567568,0.06880303,94.01683,0.0,June,1,6,8,3,Returning_Visitor,False,False
0.0,86.388885,0.0,89.53333,358.0,459.96362,0.002654867,0.046262626,10.152532,0.8,Sep,1,7,7,2,Returning_Visitor,False,False
3.0,1104.2,1.0,229.8,222.0,3466.794,0.023611112,0.027136752,83.80838,0.8,Nov,6,6,2,20,Returning_Visitor,False,False
23.0,604.73,1.0,331.75,176.0,565.3333,0.04090909,0.03245614,18.209957,0.0,June,1,2,3,18,Returning_Visitor,False,False
6.0,377.0,14.0,24.7,305.0,416.4,0.015833333,0.016284566,22.02197,0.0,Nov,6,2,9,13,Returning_Visitor,False,False
6.0,474.66666,0.0,312.0,183.0,2590.8,0.016216217,0.06514881,57.588924,0.0,June,3,2,7,3,Returning_Visitor,False,False
6.0,117.833336,1.0,160.4,106.0,467.91666,0.005177873,0.003694084,100.09637,0.8,Nov,6,6,4,18,Returning_Visitor,False,False
20.0,656.0,1.0,105.666664,188.0,112.708336,0.01212528,0.009552573,5.816168,0.8,Sep,3,2,3,3,Returning_Visitor,False,False
0.0,359.0,10.0,343.0,115.0,91.5,0.000585938,0.002777778,42.89057,0.8,Nov,1,2,8,2,Returning_Visitor,False,False
13.0,398.7,0.0,148.0,128.0,2081.5,0.003424658,0.022299824,11.595225,0.8,Sep,6,10,7,3,Returning_Visitor,False,False
9.0,29.25,0.0,28.5,65.0,1306.0281,0.008914729,0.040859465,143.47668,0.8,Sep,3,2,8,7,Returning_Visitor,False,False
5.0,312.0,14.0,163.66667,76.0,1873.5894,0.004511278,0.014,5.220706,0.0,Nov,6,2,8,19,Returning_Visitor,False,False
3.0,152.0,0.0,28.5,2.0,278.66666,0.027586207,0.025918366,4.859625,0.8,June,6,2,2,20,Returning_Visitor,False,False
5.0,107.7,14.0,17.333334,304.0,346.56668,0.009836066,0.04871795,17.96069,0.0,Nov,6,2,3,2,Returning_Visitor,False,False
3.0,71.333336,0.0,191.86667,67.0,1231.2,0.0175,0.051754385,1.9124222,0.4,June,1,6,3,3,Returning_Visitor,False,False
5.0,115.2,0.0,241.0,237.0,4554.693,0.014132104,0.006700972,27.432095,0.8,Nov,3,2,1,9,Returning_Visitor,False,False
23.0,33.866665,0.0,348.6,517.0,331.3,0.006024096,0.04232323,6.556237,0.0,May,5,2,4,3,Returning_Visitor,False,False
2.0,265.43332,0.0,89.53333,292.0,205.9762,0.036363635,0.020858474,17.927588,0.8,Sep,1,2,3,18,Returning_Visitor,False,False
9.0,198.2585,8.0,116.0,51.0,1028.1167,0.041333333,0.1625,17.284029,0.0,Nov,3,2,7,3,Returning_Visitor,False,False
5.0,106.5,0.0,279.5,41.0,704.0,0.01533101,0.01955353,24.837187,0.0,Nov,6,2,7,3,Returning_Visitor,False,False
19.0,26.5,1.0,67.5,1.0,808.0417,0.007783883,0.014721408,100.09637,0.4,May,1,6,9,3,Returning_Visitor,False,False
3.0,92.75,8.0,1368.0,89.0,1678.4,0.009836066,0.04822756,42.221504,0.0,June,3,7,3,4,Returning_Visitor,False,False
9.0,59.2,0.0,191.86667,46.0,235.5,0.006140351,0.021469506,9.54306,0.0,Sep,6,2,7,3,Returning_Visitor,False,False
20.0,62.142857,1.0,274.0,33.0,322.5,0.01352657,0.06587302,42.705055,0.4,Nov,6,7,7,2,Returning_Visitor,False,False
23.0,324.3,0.0,151.66667,225.0,1403.8284,0.028253969,0.066190474,23.73891,0.0,Sep,3,2,8,15,Returning_Visitor,False,False
9.0,848.1429,0.0,432.2,115.0,99.666664,0.009401851,0.011186186,37.05601,0.8,Sep,2,2,2,10,Returning_Visitor,False,False
1.0,265.43332,14.0,1109.5333,9.0,485.28397,0.004318937,0.055504203,37.686268,0.8,Sep,6,6,4,15,Returning_Visitor,False,False
3.0,19.4,14.0,150.5,225.0,2080.75,0.024871795,0.020289855,10.518095,0.8,Nov,3,2,7,18,Returning_Visitor,False,False
6.0,176.48901,0.0,226.0,108.0,4066.2075,0.003418803,0.032839507,1.9845558,0.8,Nov,3,6,3,11,Returning_Visitor,False,False
5.0,307.3,1.0,2256.9167,343.0,753.5,0.000585938,0.008376076,1.4019492,0.0,Nov,2,6,4,3,Returning_Visitor,False,False
2.0,208.26666,0.0,482.4,501.0,3452.2625,0.013636364,0.012143626,48.864,0.4,May,1,2,8,8,Returning_Visitor,False,False
23.0,96.85714,0.0,163.66667,161.0,50.833332,0.00751634,0.015675675,2.2084944,0.0,May,2,2,7,18,Returning_Visitor,False,False
6.0,390.0,0.0,858.57086,195.0,2595.281,0.01607143,0.022949494,18.748602,0.0,Sep,6,2,1,7,Returning_Visitor,False,False
3.0,89.666664,0.0,382.33334,67.0,562.00714,0.007272727,0.03870588,1.5583814,0.8,June,3,6,3,8,Returning_Visitor,False,False
20.0,57.5,8.0,59.4,240.0,307.4435,0.010833333,0.027790835,1.1141502,0.0,June,6,2,7,2,Returning_Visitor,False,False
0.0,992.7143,0.0,395.0,194.0,141.66667,0.002406417,0.014736467,3.5411458,0.4,June,2,7,7,18,Returning_Visitor,False,False
3.0,604.73,0.0,352.08334,61.0,1383.1917,0.0016,0.014367816,11.122051,0.0,May,3,6,7,20,Returning_Visitor,False,False
0.0,192.55556,8.0,482.4,127.0,627.6543,0.020767195,0.01564935,74.088,0.0,June,1,2,8,18,Returning_Visitor,False,False
20.0,63.25,10.0,26.5,148.0,569.49335,0.001234568,0.011934156,38.123688,0.8,Sep,6,2,4,13,Returning_Visitor,False,False
0.0,211.0,0.0,156.75,414.0,795.3611,0.051190477,0.024774775,39.7525,0.0,Nov,6,2,8,2,Returning_Visitor,False,False
3.0,61.48,0.0,121.0,124.0,4651.6123,0.002173913,0.007459475,13.891788,0.0,Nov,3,7,9,15,Returning_Visitor,False,False
6.0,68.73333,1.0,29.5,423.0,258.0,0.009345794,0.03448276,23.664587,0.8,Sep,6,2,3,8,Returning_Visitor,False,False
3.0,60.4,0.0,430.33334,517.0,577.65,0.014875647,0.013146819,31.63684,0.8,June,6,10,2,3,Returning_Visitor,False,False
3.0,257.5625,10.0,32.7,359.0,351.75,0.003164557,0.016060606,5.7908955,0.0,Nov,6,2,7,20,Returning_Visitor,False,False
3.0,1443.1,0.0,34.6,292.0,49.4,0.008396947,0.017328726,9.297,0.4,Sep,6,2,2,2,Returning_Visitor,False,False
21.0,306.0,14.0,923.9,75.0,2152.5889,0.001149425,0.030496867,21.01747,0.8,June,3,2,9,18,Returning_Visitor,False,False
23.0,16.666666,0.0,55.4,27.0,1391.7333,0.008175105,0.022751324,8.184095,0.8,Sep,6,7,7,13,Returning_Visitor,False,False
6.0,22.9,14.0,369.0,271.0,1048.6633,0.0125,0.039301176,14.3854685,0.0,June,6,10,2,3,Returning_Visitor,False,False
5.0,91.666664,8.0,147.0,42.0,1958.8334,0.026260504,0.014819782,10.999019,0.0,Nov,6,6,7,20,Returning_Visitor,False,False
8.0,65.166664,0.0,20.5,240.0,783.63635,0.006940472,0.014848485,59.988,0.0,Nov,3,6,9,3,Returning_Visitor,False,False
21.0,331.25,0.0,256.5,222.0,4864.147,0.042145595,0.010061728,37.05601,0.0,June,3,2,7,13,Returning_Visitor,False,False
9.0,85.1,0.0,1220.0,339.0,5645.1763,0.000531915,0.03736434,5.6891475,0.0,June,6,2,7,18,Returning_Visitor,False,False
3.0,975.75,10.0,288.375,29.0,1708.0834,0.03030303,0.017091837,5.6248612,0.0,May,6,2,4,8,Returning_Visitor,False,False
3.0,117.8,0.0,1231.0,304.0,607.0,0.005412371,0.002469136,31.991814,0.0,May,6,2,3,7,Returning_Visitor,False,False
8.0,1489.0416,10.0,160.0,92.0,1200.5,0.007377049,0.015734266,5.2681904,0.0,June,2,7,7,3,Returning_Visitor,False,False
12.0,251.3091,0.0,34.6,271.0,690.31335,0.005102041,0.03013889,39.6327,0.8,Sep,6,10,2,8,Returning_Visitor,False,False
5.0,202.25,8.0,202.5,115.0,1828.9667,0.01607143,0.011632486,96.25512,0.8,Nov,3,6,7,13,Returning_Visitor,False,False
20.0,249.16667,0.0,163.66667,135.0,1469.6666,0.020930232,0.015262515,19.570593,0.8,Nov,6,2,7,9,Returning_Visitor,False,False
3.0,92.25,1.0,108.3,150.0,2351.3333,0.006036217,0.011134752,31.9032,0.0,Sep,6,6,4,15,Returning_Visitor,False,False
6.0,78.3,0.0,696.2,149.0,369.1,0.020767195,0.022124542,29.774727,0.8,June,3,2,1,10,Returning_Visitor,False,False
20.0,75.05,0.0,69.6,187.0,1525.0,0.00516129,0.022299824,20.30439,0.0,May,2,7,1,3,Returning_Visitor,False,False
3.0,49.25,10.0,29.5,193.0,124.958336,0.007843137,0.041333333,19.619799,0.4,Sep,3,7,7,3,Returning_Visitor,False,False
1.0,27.25,14.0,128.0,385.0,269.25,0.006479313,0.05617284,2.5684547,0.8,June,2,2,8,15,Returning_Visitor,False,False
6.0,129.5,10.0,125.09524,221.0,99.666664,0.11,0.028395062,9.694154,0.0,May,3,2,7,3,Returning_Visitor,False,False
19.0,275.91043,14.0,162.5,237.0,390.7738,0.008321168,0.02804138,11.595225,0.8,Sep,2,2,1,7,Returning_Visitor,False,False
3.0,33.866665,1.0,28.4,255.0,1070.625,0.020930232,0.013416263,29.774727,0.8,Nov,6,7,9,3,Returning_Visitor,False,False
20.0,181.81667,14.0,258.0,67.0,1400.439,0.001169591,0.011616162,20.509638,0.0,Nov,6,10,9,8,Returning_Visitor,False,False
20.0,261.1619,10.0,65.0,517.0,611.0833,0.001923077,0.014555556,2.827453,0.0,Nov,6,2,4,3,Returning_Visitor,False,False
5.0,306.0,1.0,620.25,161.0,1005.8333,0.011455734,0.024611656,16.725618,0.0,Sep,6,10,7,9,Returning_Visitor,False,False
1.0,115.583336,0.0,559.0833,95.0,5178.5317,0.010009921,0.014582448,7.9755,0.8,Sep,3,2,7,3,Returning_Visitor,False,False
3.0,194.08333,10.0,222.0,106.0,258.5,0.004444444,0.001960784,26.65416,0.0,Nov,6,2,7,7,Returning_Visitor,False,False
23.0,190.92319,0.0,197.41667,255.0,547.5,0.008873457,0.02647243,88.80449,0.8,Sep,3,10,4,9,Returning_Visitor,False,False
3.0,319.5,14.0,886.25,86.0,607.5893,0.014038462,0.05142857,5.2458687,0.0,Nov,6,10,7,13,Returning_Visitor,False,False
21.0,611.04706,0.0,58.95238,33.0,945.01086,0.000275482,0.014555556,37.518547,0.0,May,1,2,4,11,New_Visitor,False,False
3.0,109.833336,1.0,320.5,73.0,776.88336,0.03693694,0.010852713,9.458902,0.0,Sep,3,2,7,11,Returning_Visitor,False,False
9.0,92.933334,14.0,204.34666,256.0,1505.1666,0.004883721,0.010230908,39.818855,0.8,Nov,3,6,4,19,Returning_Visitor,False,False
12.0,52.875,0.0,143.75,72.0,531.0,0.013513514,0.004876543,97.98,0.0,Nov,6,10,4,18,Returning_Visitor,False,False
3.0,365.0,0.0,260.5,305.0,6860.633,0.003076923,0.05019425,8.184095,0.0,Nov,6,7,8,11,Returning_Visitor,False,False
8.0,853.73596,14.0,96.7,518.0,337.1,0.014473684,0.034895834,31.9032,0.8,June,1,2,8,11,Returning_Visitor,False,False
20.0,150.13333,10.0,404.0,2.0,851.3333,0.01027027,0.022220854,10.8018875,0.0,Nov,3,10,7,3,Returning_Visitor,False,False
20.0,311.1361,14.0,342.5,30.0,1530.1945,0.001092896,0.012414872,23.13,0.8,Nov,3,2,7,9,New_Visitor,False,False
6.0,718.0,0.0,468.4,423.0,1194.5,0.00721393,0.050155632,246.75859,0.8,Sep,3,2,3,18,New_Visitor,False,False
3.0,204.09525,10.0,28.5,10.0,507.33334,0.004411765,0.010333333,62.516644,0.8,May,6,2,1,2,Returning_Visitor,False,False
0.0,245.16667,0.0,358.75,146.0,406.86667,0.003111111,0.03190476,23.833231,0.0,Nov,6,10,4,20,Returning_Visitor,False,False
3.0,1443.1,0.0,102.8,58.0,312.0,0.004819277,0.052845526,30.609556,0.0,June,2,2,7,11,New_Visitor,False,False
0.0,18.75,14.0,84.5,195.0,975.9722,0.027586207,0.10454545,57.588924,0.0,May,6,7,1,8,Returning_Visitor,False,False
0.0,130.33333,1.0,1060.75,226.0,165.1,0.04090909,0.005708347,75.06782,0.4,June,6,2,7,3,Returning_Visitor,False,False
8.0,1951.2792,8.0,230.7,106.0,905.4856,0.008313228,0.022220854,15.43344,0.0,Sep,3,6,7,9,Returning_Visitor,False,False
20.0,49.083332,0.0,406.91666,287.0,519.5,0.003418803,0.023913043,6.012671,0.0,June,2,7,4,11,Returning_Visitor,False,False
6.0,600.4231,0.0,222.0,127.0,483.29166,0.016216217,0.08280702,15.135962,0.4,May,2,6,3,19,Returning_Visitor,False,False
19.0,92.1,0.0,65.0,330.0,2421.0605,0.007542901,0.03780205,45.711464,0.0,June,6,10,7,9,Returning_Visitor,False,False
3.0,76.4,0.0,227.25,271.0,1885.3374,0.036842104,0.035,2.0016403,0.8,June,2,2,9,3,Returning_Visitor,False,False
5.0,26.5,1.0,604.8,188.0,2398.7666,0.008914729,0.02563492,11.988,0.0,May,6,7,7,15,Returning_Visitor,False,False
6.0,211.0,0.0,118.5,423.0,139.70833,0.02878788,0.013015873,0.81830657,0.8,May,3,2,7,18,Returning_Visitor,False,False
5.0,115.96667,10.0,148.1,76.0,1906.4762,0.006025974,0.004807692,11.988,0.8,Nov,6,10,7,20,Returning_Visitor,False,False
6.0,258.14444,8.0,120.0,173.0,1383.1917,0.006722689,0.06235294,4.1632595,0.0,May,1,6,3,7,Returning_Visitor,False,False
6.0,337.6,8.0,201.0,162.0,568.9683,0.031111112,0.021947073,38.99,0.0,Nov,6,10,7,19,Returning_Visitor,False,False
3.0,176.5,0.0,256.5,194.0,934.31665,0.010009921,0.031851593,7.802611,0.0,Nov,2,2,7,9,Returning_Visitor,False,False
19.0,129.9,0.0,39.2,222.0,1440.299,0.003070175,0.015244789,24.897,0.0,June,1,7,8,8,Returning_Visitor,False,False
19.0,107.333336,0.0,74.6,188.0,170.5,0.08421052,0.028381703,83.80838,0.8,Sep,3,7,7,9,Returning_Visitor,False,False
19.0,78.3,14.0,127.5,240.0,489.15,0.007452575,0.03470238,52.173138,0.0,Sep,1,2,7,3,Returning_Visitor,False,False
8.0,60.8,14.0,20.5,120.0,947.0,0.007452575,0.001190476,17.095287,0.8,Sep,6,7,7,18,Returning_Visitor,False,False
3.0,116.96072,0.0,406.91666,271.0,292.0,0.004385217,0.051282052,20.30439,0.8,Sep,3,2,7,4,Returning_Visitor,False,False
20.0,19.1,14.0,248.16667,193.0,3422.525,7.27e-05,0.04822756,2.6273472,0.4,Nov,6,2,2,15,Returning_Visitor,False,False
12.0,234.56667,14.0,132.83333,155.0,614.6409,0.001169591,0.019031515,39.42,0.8,Nov,3,2,7,9,Returning_Visitor,False,False
5.0,176.48901,1.0,719.0,226.0,409.5,0.08888889,0.021947073,62.078823,0.0,Sep,1,10,7,2,Returning_Visitor,False,False
19.0,101.5,14.0,27.75,351.0,191.15,0.007083333,0.007723577,47.260605,0.0,Sep,2,2,8,11,Returning_Visitor,False,False
19.0,40.9,10.0,406.91666,70.0,1723.75,0.004444444,0.007723577,8.184095,0.0,May,3,2,9,2,Returning_Visitor,False,False
5.0,571.5,0.0,123.333336,414.0,1138.5048,0.03205128,0.040384617,9.581561,0.0,Nov,3,7,3,15,Returning_Visitor,False,False
19.0,84.34545,0.0,514.0,414.0,431.0,0.011678832,0.028298931,96.25512,0.0,Sep,2,7,7,15,Returning_Visitor,False,False
8.0,1443.1,0.0,121.0,414.0,224.5,0.008962264,0.007051282,25.85442,0.0,Nov,6,2,2,2,Returning_Visitor,False,False
3.0,64.9,0.0,81.333336,2.0,2011.5138,0.000795756,0.015625,30.872272,0.0,June,3,2,9,7,Returning_Visitor,False,False
3.0,140.675,8.0,201.0,195.0,771.75,0.005177873,0.018333333,18.675648,0.0,Nov,2,2,9,18,Returning_Visitor,False,False
5.0,105.2,8.0,845.0,429.0,415.25,0.028,0.010481956,15.329102,0.8,Sep,6,2,4,3,Returning_Visitor,False,False
23.0,162.49118,8.0,560.0,106.0,93.0,0.026075268,0.034935895,15.329102,0.0,May,6,7,1,15,Returning_Visitor,False,False
11.0,200.58333,0.0,1231.0,187.0,3178.5833,0.01607143,0.10228571,29.611513,0.0,June,6,7,8,15,Returning_Visitor,False,False
3.0,175.86667,14.0,449.33334,221.0,1338.9333,0.008321168,0.007207207,3.30306,0.0,May,2,7,4,3,Returning_Visitor,False,False
23.0,81.833336,8.0,339.5,106.0,2479.0,0.00931255,0.055026457,5.2681904,0.0,Nov,6,6,9,18,Returning_Visitor,False,False
3.0,140.33333,14.0,448.5,148.0,12460.67,0.00027604,0.026416667,36.955006,0.8,May,3,7,3,9,Returning_Visitor,False,False
6.0,183.25,0.0,64.4,328.0,1935.0613,0.056060605,0.023842532,12.503257,0.0,June,2,6,4,9,Returning_Visitor,False,False
12.0,273.66,0.0,270.6,2.0,898.17145,0.004901961,0.03754386,4.9872375,0.8,Nov,1,6,2,20,Returning_Visitor,False,False
5.0,150.20833,14.0,214.1,2.0,1142.8169,0.006306306,0.03034188,2.7058334,0.0,June,6,2,7,9,Returning_Visitor,False,False
3.0,198.43333,1.0,49.4,225.0,473.75,0.04948148,0.02027027,51.117226,0.0,Nov,1,7,8,15,Returning_Visitor,False,False
23.0,474.66666,0.0,212.5,518.0,81.5,0.010144928,0.037347157,4.859625,0.0,June,6,10,7,2,New_Visitor,False,False
0.0,116.5,8.0,64.4,193.0,631.2767,0.006940472,0.001704261,15.329102,0.4,Sep,3,6,7,9,Returning_Visitor,False,False
3.0,110.75833,0.0,129.75,80.0,1243.5,0.002923977,0.020714287,16.163334,0.8,Sep,3,6,7,3,Returning_Visitor,False,False
3.0,45.8,10.0,162.5,86.0,93.5,0.08888889,0.015244789,16.163334,0.0,June,6,2,7,3,Returning_Visitor,False,False
3.0,463.75,14.0,141.0,27.0,636.7,0.002298851,0.03716312,21.093922,0.0,Nov,6,2,3,2,Returning_Visitor,False,False
0.0,149.25,0.0,138.0,128.0,1273.0834,0.007903295,0.13846155,28.328867,0.0,May,6,2,7,19,Returning_Visitor,False,False
5.0,25.4,10.0,229.8,122.0,583.0833,0.01125,0.034895834,3.919127,0.0,Nov,6,2,4,3,New_Visitor,False,False
20.0,903.7,0.0,44.0,518.0,2163.1323,0.003658537,0.02159902,13.246672,0.0,Nov,2,6,7,13,Returning_Visitor,False,False
6.0,319.5,0.0,160.4,359.0,672.125,0.104166664,0.019935587,9.163038,0.8,Sep,2,2,7,19,Returning_Visitor,False,False
5.0,46.958332,1.0,230.7,76.0,179.95833,0.009259259,0.09385965,39.969715,0.8,Nov,6,7,8,18,Returning_Visitor,False,False
20.0,992.7143,14.0,395.0,70.0,868.4167,0.039705884,0.041643072,54.179764,0.8,June,1,6,8,18,Returning_Visitor,False,False
5.0,114.259155,0.0,269.5,217.0,857.26666,0.002631579,0.002259887,52.083427,0.8,June,3,2,3,2,Returning_Visitor,False,False
3.0,175.33333,10.0,858.57086,194.0,914.1667,0.028253969,0.041269843,17.059225,0.8,Sep,6,7,7,2,Returning_Visitor,False,False
5.0,146.25,8.0,123.333336,161.0,672.125,0.009302326,0.014634146,55.8486,0.8,Nov,6,2,2,11,Returning_Visitor,False,False
23.0,162.625,8.0,39.4,155.0,865.67224,0.004511278,0.0443605,8.5671425,0.0,June,2,2,8,3,Returning_Visitor,False,False
9.0,213.32143,0.0,105.666664,10.0,644.25,0.003418803,0.001481481,13.781508,0.8,Sep,6,7,9,18,Returning_Visitor,False,False
5.0,209.625,14.0,71.1,194.0,1714.7786,0.000892857,0.024035089,49.95438,0.0,Nov,3,7,3,18,Returning_Visitor,False,False
6.0,252.5,1.0,368.25,222.0,898.4916,0.028065242,0.013297101,25.484,0.8,June,6,6,8,11,New_Visitor,False,False
1.0,29.44,10.0,216.6,385.0,1294.5667,0.031578947,0.015432099,16.963171,0.0,Sep,6,2,2,10,Returning_Visitor,False,False
3.0,122.875,8.0,239.0,76.0,936.6429,0.009345794,0.007466851,0.8583615,0.8,June,3,6,8,9,Returning_Visitor,False,False
27.0,15.666667,0.0,395.0,195.0,1746.1086,0.008962264,0.010061728,4.7897224,0.0,Sep,6,6,8,13,Returning_Visitor,False,False
0.0,11.1,0.0,228.0,272.0,4114.0835,0.002692308,0.006730769,4.2153635,0.8,May,6,2,3,3,Returning_Visitor,False,False
20.0,138.33333,0.0,239.0,248.0,531.0,0.039705884,0.03939394,0.90637594,0.8,Sep,6,6,1,13,Returning_Visitor,False,False
3.0,376.8,0.0,218.25,95.0,135.225,0.055555556,0.034166668,26.130348,0.0,June,6,2,8,4,Returning_Visitor,False,False
0.0,451.2836,10.0,407.5,271.0,242.45,0.008939014,0.042708334,31.9032,0.0,June,1,6,9,15,Returning_Visitor,False,False
20.0,183.75,10.0,41.5,122.0,11246.134,0.008313228,0.035507247,26.65416,0.0,Nov,6,7,3,11,Returning_Visitor,False,False
3.0,166.0,0.0,1231.0,237.0,4590.431,0.1,0.019687686,19.715296,0.8,Sep,1,2,7,15,Returning_Visitor,False,False
3.0,34.0,14.0,156.75,141.0,1390.5834,0.01607143,0.016544567,37.05601,0.0,June,2,2,1,18,Returning_Visitor,False,False
6.0,107.7,0.0,322.4,146.0,1421.6686,0.001532567,0.028841026,42.303917,0.8,May,6,10,4,9,Returning_Visitor,False,False
9.0,537.0,0.0,61.0,4.0,770.02856,0.013114754,0.026419753,52.284912,0.0,Oct,1,10,3,15,New_Visitor,False,False
0.0,171.375,10.0,430.33334,148.0,2697.0222,0.03469388,0.03338624,0.90637594,0.8,Nov,2,2,7,13,New_Visitor,False,False
3.0,324.3,0.0,298.33334,148.0,99.666664,0.001396161,0.079166666,1.4837463,0.0,Nov,6,2,3,18,Returning_Visitor,False,False
3.0,128.5,1.0,352.08334,101.0,452.0,0.015662579,0.00929719,38.308495,0.0,Nov,6,7,8,3,Returning_Visitor,False,False
3.0,19.1,0.0,47.5,292.0,4501.4336,0.003723404,0.031399947,64.72239,0.8,Sep,1,2,7,18,Returning_Visitor,False,False
3.0,100.1,0.0,251.5,222.0,1483.8,0.004373522,0.017809523,33.33358,0.0,June,6,7,4,3,New_Visitor,False,False
8.0,123.2,1.0,13.0,61.0,340.5,0.002061856,0.05019425,0.81830657,0.0,Sep,3,6,8,2,Returning_Visitor,False,False
3.0,166.91667,0.0,256.5,120.0,4791.461,0.009401851,0.029387755,19.570593,0.8,Nov,2,6,7,9,Returning_Visitor,False,False
8.0,718.0,14.0,258.25,176.0,539.8357,0.001234568,0.007297297,46.069374,0.0,Nov,6,10,7,8,Returning_Visitor,False,False
8.0,176.48901,10.0,34.5,385.0,480.25,0.000934579,0.013366013,6.70944,0.0,May,3,6,7,11,Returning_Visitor,False,False
3.0,190.58333,0.0,518.8,221.0,228.8,0.011351351,0.013015873,1.5734233,0.0,Sep,6,7,3,8,Returning_Visitor,False,False
0.0,103.6,14.0,449.33334,33.0,1736.4474,0.002,0.027807876,14.167392,0.8,Nov,6,2,2,3,New_Visitor,False,False
19.0,364.5,8.0,32.2,127.0,1230.3123,0.006036217,0.016433567,17.06291,0.8,June,6,6,3,9,Returning_Visitor,False,False
8.0,125.166664,0.0,59.4,104.0,386.85,0.009142857,0.016080586,32.222523,0.0,June,6,2,7,12,Returning_Visitor,False,False
3.0,11.833333,1.0,295.4,328.0,641.69446,0.021311475,0.023842532,2.982411,0.8,Sep,3,2,4,15,Returning_Visitor,False,False
19.0,8.1,10.0,368.25,240.0,274.75,0.008939014,0.024242423,3.3568928,0.8,Sep,1,7,7,18,Returning_Visitor,False,False
20.0,265.43332,14.0,499.0,8.0,728.18,0.004022989,0.019108884,59.988,0.8,May,1,2,4,3,Returning_Visitor,False,False
20.0,294.2,14.0,122.0,120.0,192.08333,0.008955224,0.008333333,10.051903,0.0,June,6,2,3,3,Returning_Visitor,False,False
3.0,34.3,0.0,116.0,72.0,752.56,0.019379845,0.035585586,32.1908,0.2,Sep,3,2,8,20,Returning_Visitor,False,False
3.0,52.4,10.0,29.5,237.0,254.0,0.003111111,0.03901515,14.927841,0.0,Sep,6,2,7,18,Returning_Visitor,False,False
23.0,49.857143,0.0,105.666664,102.0,955.525,0.014473684,0.051754385,3.919127,0.0,June,2,7,3,3,Returning_Visitor,False,False
9.0,119.566666,14.0,230.7,397.0,893.2167,0.003164557,0.04395145,0.90637594,0.0,June,6,2,7,15,Returning_Visitor,False,False
20.0,345.0,0.0,97.166664,9.0,39.8,0.001713207,0.03440329,46.339912,0.0,June,6,10,2,2,New_Visitor,False,False
5.0,52.875,10.0,1767.6666,227.0,7243.6494,0.008552632,0.032525253,75.50833,0.8,May,6,10,3,8,New_Visitor,False,False
2.0,211.8,0.0,889.5,150.0,1273.25,0.016190477,0.003278689,79.0,0.8,Nov,8,2,1,20,New_Visitor,False,False
9.0,85.04,1.0,71.1,256.0,2678.0552,0.004385217,0.030526316,36.955006,0.0,June,1,6,3,8,Returning_Visitor,False,False
